Entry	Entry name	Gene names
C7GWG6	C7GWG6_YEAS2	RUD3 C1Q_04850
C7GMN5	C7GMN5_YEAS2	KTR1 C1Q_01514
C7GN64	C7GN64_YEAS2	PNS1 C1Q_01724
C7GKR1	C7GKR1_YEAS2	UGO1 C1Q_00816
C7GRU1	C7GRU1_YEAS2	MPD2 C1Q_03088
C7GS00	C7GS00_YEAS2	RFA3 C1Q_03144
C7GVL5	C7GVL5_YEAS2	YJU2 C1Q_04487
C7GVG8	C7GVG8_YEAS2	C1Q_04464
C7GLB6	C7GLB6_YEAS2	MIC17 C1Q_00928
C7GUB5	C7GUB5_YEAS2	EST2 C1Q_04019
C7GW77	C7GW77_YEAS2	PET18 C1Q_04742
C7GRW0	C7GRW0_YEAS2	GRX8 C1Q_03107
C7GPR6	C7GPR6_YEAS2	MRM2 C1Q_02260
C7GSW3	C7GSW3_YEAS2	PRR2 C1Q_03469
C7GTP8	C7GTP8_YEAS2	CIN2 C1Q_03797
C7GVF7	C7GVF7_YEAS2	UTR1 C1Q_04453
C7GQW0	C7GQW0_YEAS2	SUM1 C1Q_02710
C7GMT0	C7GMT0_YEAS2	PCS60 C1Q_01563
C7GW37	C7GW37_YEAS2	DBP3 C1Q_04705
C7GY73	C7GY73_YEAS2	FET5 C1Q_05503
C7GPD1	C7GPD1_YEAS2	JJJ1 C1Q_02097
C7GT88	C7GT88_YEAS2	FSH1 C1Q_03624
C7GQ03	C7GQ03_YEAS2	NIT2 C1Q_02391
C7GM30	C7GM30_YEAS2	POA1 C1Q_01321
C7GTP1	C7GTP1_YEAS2	THI74 C1Q_03787
C7GT66	C7GT66_YEAS2	C1Q_03592
C7GXN9	C7GXN9_YEAS2	RSC1 C1Q_05322
C7GJI7	C7GJI7_YEAS2	C1Q_00356
C7GK65	C7GK65_YEAS2	PMA1 C1Q_00598
C7GK48	C7GK48_YEAS2	PHM7 C1Q_00528
C7GJK4	C7GJK4_YEAS2	TRM3 C1Q_00378
C7GRB4	C7GRB4_YEAS2	BCH1 C1Q_02879
C7GQJ5	C7GQJ5_YEAS2	BMH2 C1Q_02600
C7GX52	C7GX52_YEAS2	MSA1 C1Q_05093
C7GWZ6	C7GWZ6_YEAS2	YIP4 C1Q_05034
C7GVX7	C7GVX7_YEAS2	DFG10 C1Q_04653
C7GSG9	C7GSG9_YEAS2	KAR9 C1Q_03322
C7GN25	C7GN25_YEAS2	SUP35 C1Q_01655
C7GWY0	C7GWY0_YEAS2	FRA2 C1Q_05035
C7GNA7	C7GNA7_YEAS2	SHP1 C1Q_01750
C7GSA2	C7GSA2_YEAS2	STT3 C1Q_03250
C7GTV4	C7GTV4_YEAS2	PPA1 C1Q_03843
C7GL83	C7GL83_YEAS2	MIH1 C1Q_01022
C7GJJ6	C7GJJ6_YEAS2	YFH1 C1Q_00363
C7GLK8	C7GLK8_YEAS2	MSO1 C1Q_01134
C7GVW9	C7GVW9_YEAS2	GVP36 C1Q_04650
C7GWS6	C7GWS6_YEAS2	INO4 C1Q_04967
C7GRJ1	C7GRJ1_YEAS2	OLE1 C1Q_02975
C7GQ57	C7GQ57_YEAS2	RTR1 C1Q_02438
C7GJI4	C7GJI4_YEAS2	MNT3 C1Q_00336
C7GUF5	C7GUF5_YEAS2	BUD14 C1Q_04071
C7GU34	C7GU34_YEAS2	SWI1 C1Q_03887
C7GKS9	C7GKS9_YEAS2	IZH1 C1Q_00831
C7GMA4	C7GMA4_YEAS2	SOD1 C1Q_01422
C7GXA4	C7GXA4_YEAS2	C1Q_05155
C7GQT1	C7GQT1_YEAS2	AHP1 C1Q_02643
C7GIL4	C7GIL4_YEAS2	RNH201 C1Q_00005
C7GJN9	C7GJN9_YEAS2	C1Q_00377
C7GY12	C7GY12_YEAS2	OPY1 C1Q_05446
C7GVE9	C7GVE9_YEAS2	TAT2 C1Q_04445
C7GPA3	C7GPA3_YEAS2	DSL1 C1Q_02108
C7GJG4	C7GJG4_YEAS2	PRI1 C1Q_00311
C7GQ34	C7GQ34_YEAS2	DLD3 C1Q_02432
C7GVL9	C7GVL9_YEAS2	C1Q_04513
C7GS94	C7GS94_YEAS2	PMP3 C1Q_03247
C7GXA6	C7GXA6_YEAS2	C1Q_05163
C7GJM7	C7GJM7_YEAS2	C1Q_00370
C7GV40	C7GV40_YEAS2	CTK2 C1Q_04325
C7GTA5	C7GTA5_YEAS2	HEM13 C1Q_03631
C7GLP4	C7GLP4_YEAS2	PRP2 C1Q_01150
C7GY01	C7GY01_YEAS2	OPY2 C1Q_05416
C7GVF4	C7GVF4_YEAS2	RAD7 C1Q_04448
C7GU50	C7GU50_YEAS2	RIC1 C1Q_03962
C7GIP7	C7GIP7_YEAS2	PEX7 C1Q_00032
C7GKY3	C7GKY3_YEAS2	GEA1 C1Q_00883
C7GJX5	C7GJX5_YEAS2	PRP8 C1Q_00503
C7GN05	C7GN05_YEAS2	NUP42 C1Q_01635
C7GJ13	C7GJ13_YEAS2	YKT6 C1Q_00190
C7GQZ3	C7GQZ3_YEAS2	C1Q_02747
C7GUS1	C7GUS1_YEAS2	GUT2 C1Q_04200
C7GLW8	C7GLW8_YEAS2	MIC14 C1Q_01230
C7GV62	C7GV62_YEAS2	TRM8 C1Q_04347
C7GSK3	C7GSK3_YEAS2	C1Q_03361
C7GWG4	C7GWG4_YEAS2	STE13 C1Q_04841
C7GXM3	C7GXM3_YEAS2	C1Q_05273
C7GWV5	C7GWV5_YEAS2	MSR1 C1Q_04979
C7GRD6	C7GRD6_YEAS2	GAS3 C1Q_02926
C7GLV3	C7GLV3_YEAS2	SLM2 C1Q_01201
C7GNK1	C7GNK1_YEAS2	DIE2 C1Q_01852
C7GNE9	C7GNE9_YEAS2	BIO2 C1Q_01862
C7GPC0	C7GPC0_YEAS2	NAR1 C1Q_02124
C7GQL1	C7GQL1_YEAS2	LDB16 C1Q_02620
C7GVL0	C7GVL0_YEAS2	C1Q_04483
C7GS26	C7GS26_YEAS2	TIF4632 C1Q_03168
C7GTI1	C7GTI1_YEAS2	TRS23 C1Q_03731
C7GR43	C7GR43_YEAS2	C1Q_02794
C7GUC8	C7GUC8_YEAS2	PHM6 C1Q_04048
C7GVE1	C7GVE1_YEAS2	PGM2 C1Q_04433
C7GKG7	C7GKG7_YEAS2	C1Q_00689
C7GS56	C7GS56_YEAS2	MSB3 C1Q_03212
C7GX47	C7GX47_YEAS2	GIP2 C1Q_05090
C7GJF2	C7GJF2_YEAS2	HEF3 C1Q_00297
C7GX17	C7GX17_YEAS2	C1Q_05068
C7GPM1	C7GPM1_YEAS2	SYN8 C1Q_02228
C7GUF9	C7GUF9_YEAS2	LSB1 C1Q_04078
C7GL16	C7GL16_YEAS2	SFA1 C1Q_00896
C7GU74	C7GU74_YEAS2	RVB2 C1Q_03989
C7GW27	C7GW27_YEAS2	NBP35 C1Q_04708
C7GLF4	C7GLF4_YEAS2	AHC1 C1Q_01066
C7GRM9	C7GRM9_YEAS2	SNG1 C1Q_03009
C7GPT4	C7GPT4_YEAS2	RDS3 C1Q_02316
C7GJ20	C7GJ20_YEAS2	HYM1 C1Q_00164
C7GUE8	C7GUE8_YEAS2	C1Q_04056
C7GJT0	C7GJT0_YEAS2	YIH1 C1Q_00448
C7GV24	C7GV24_YEAS2	CUP1-1 C1Q_04307
C7GR89	C7GR89_YEAS2	CUE1 C1Q_02911
C7GY54	C7GY54_YEAS2	MED1 C1Q_05464
C7GKB3	C7GKB3_YEAS2	C1Q_00639
C7GKS4	C7GKS4_YEAS2	VPS60 C1Q_00823
C7GIP2	C7GIP2_YEAS2	RGP1 C1Q_00018
C7GWN7	C7GWN7_YEAS2	ARK1 C1Q_04924
C7GQA3	C7GQA3_YEAS2	GLN1 C1Q_02521
C7GQJ2	C7GQJ2_YEAS2	RPG1 C1Q_02580
C7GSQ6	C7GSQ6_YEAS2	KAR2 C1Q_03410
C7GUW4	C7GUW4_YEAS2	TUP1 C1Q_04254
C7GU27	C7GU27_YEAS2	RMI1 C1Q_03897
C7GUX7	C7GUX7_YEAS2	ATG15 C1Q_04239
C7GV12	C7GV12_YEAS2	BSC6 C1Q_04283
C7GV01	C7GV01_YEAS2	TRM11 C1Q_04299
C7GUM3	C7GUM3_YEAS2	RPL41B C1Q_04145
C7GU30	C7GU30_YEAS2	ECM23 C1Q_03893
C7GRL8	C7GRL8_YEAS2	UTP9 C1Q_02998
C7GXF4	C7GXF4_YEAS2	HXT13 C1Q_05197
C7GSN0	C7GSN0_YEAS2	SGT1 C1Q_03392
C7GSJ8	C7GSJ8_YEAS2	TPA1 C1Q_03344
C7GV63	C7GV63_YEAS2	MRPL11 C1Q_04343
C7GQ26	C7GQ26_YEAS2	PCH2 C1Q_02421
C7GTI9	C7GTI9_YEAS2	CHL4 C1Q_03729
C7GPW2	C7GPW2_YEAS2	PRP11 C1Q_02347
C7GX33	C7GX33_YEAS2	CTH1 C1Q_05080
C7GK39	C7GK39_YEAS2	THP1 C1Q_00545
C7GSX5	C7GSX5_YEAS2	C1Q_03499
C7GTD1	C7GTD1_YEAS2	THO1 C1Q_03669
C7GWB3	C7GWB3_YEAS2	HEM4 C1Q_04853
C7GQI3	C7GQI3_YEAS2	BAP2 C1Q_02584
C7GYE9	C7GYE9_YEAS2	CNN1 C1Q_05569
C7GR28	C7GR28_YEAS2	EXO70 C1Q_02793
C7GXE7	C7GXE7_YEAS2	PRB1 C1Q_05201
C7GM93	C7GM93_YEAS2	ILM1 C1Q_01386
C7GMT9	C7GMT9_YEAS2	SUL1 C1Q_01618
C7GW71	C7GW71_YEAS2	PMP1 C1Q_04751
C7GNR0	C7GNR0_YEAS2	HAP5 C1Q_01963
C7GXJ0	C7GXJ0_YEAS2	VAC14 C1Q_05274
C7GWQ3	C7GWQ3_YEAS2	MRPS18 C1Q_04950
C7GUU8	C7GUU8_YEAS2	SLI15 C1Q_04221
C7GQA2	C7GQA2_YEAS2	VMA13 C1Q_02505
C7GM50	C7GM50_YEAS2	HTB2 C1Q_01327
C7GUJ0	C7GUJ0_YEAS2	ECM31 C1Q_04108
C7GQ93	C7GQ93_YEAS2	RIM13 C1Q_02489
C7GX60	C7GX60_YEAS2	MET13 C1Q_05105
C7GWJ4	C7GWJ4_YEAS2	AYR1 C1Q_04878
C7GR67	C7GR67_YEAS2	LSM12 C1Q_02842
C7GQL9	C7GQL9_YEAS2	C1Q_02609
C7GUV6	C7GUV6_YEAS2	CDC50 C1Q_04240
C7GSV4	C7GSV4_YEAS2	WHI4 C1Q_03476
C7GKJ9	C7GKJ9_YEAS2	GPA2 C1Q_00733
C7GPL4	C7GPL4_YEAS2	CCR4 C1Q_02200
C7GP47	C7GP47_YEAS2	MMS1 C1Q_02078
C7GQD0	C7GQD0_YEAS2	C1Q_02532
C7GVR2	C7GVR2_YEAS2	PPH3 C1Q_04557
C7GRI2	C7GRI2_YEAS2	C1Q_02951
C7GVH2	C7GVH2_YEAS2	UBC6 C1Q_04470
C7GTK7	C7GTK7_YEAS2	GOT1 C1Q_03743
C7GSH1	C7GSH1_YEAS2	ATP15 C1Q_03330
C7GSJ6	C7GSJ6_YEAS2	CAJ1 C1Q_03347
C7GPP3	C7GPP3_YEAS2	RAD54 C1Q_02271
C7GP39	C7GP39_YEAS2	C1Q_02033
C7GRJ7	C7GRJ7_YEAS2	DUO1 C1Q_02973
C7GXU9	C7GXU9_YEAS2	ALF1 C1Q_05365
C7GUI0	C7GUI0_YEAS2	UBS1 C1Q_04099
C7GQB7	C7GQB7_YEAS2	AGC1 C1Q_02504
C7GNI6	C7GNI6_YEAS2	C1Q_01810
C7GPT1	C7GPT1_YEAS2	C1Q_02306
C7GWY4	C7GWY4_YEAS2	SKI8 C1Q_05046
C7GKK2	C7GKK2_YEAS2	PCI8 C1Q_00744
C7GQK0	C7GQK0_YEAS2	TMS1 C1Q_02606
C7GR75	C7GR75_YEAS2	ECM14 C1Q_02835
C7GV30	C7GV30_YEAS2	HAL1 C1Q_04313
C7GJB2	C7GJB2_YEAS2	CDC60 C1Q_00215
C7GSU7	C7GSU7_YEAS2	UBX6 C1Q_03464
C7GV56	C7GV56_YEAS2	SNF3 C1Q_04358
C7GW38	C7GW38_YEAS2	HNM1 C1Q_04700
C7GUZ1	C7GUZ1_YEAS2	PUG1 C1Q_04271
C7GP75	C7GP75_YEAS2	C1Q_02079
C7GN94	C7GN94_YEAS2	C1Q_01735
C7GY07	C7GY07_YEAS2	MRPL36 C1Q_05425
C7GUH4	C7GUH4_YEAS2	COG2 C1Q_04091
C7GKZ5	C7GKZ5_YEAS2	CCT4 C1Q_00899
C7GV41	C7GV41_YEAS2	CCT8 C1Q_04324
C7GS92	C7GS92_YEAS2	DON1 C1Q_03238
C7GL25	C7GL25_YEAS2	PCL9 C1Q_00926
C7GNV3	C7GNV3_YEAS2	SLY41 C1Q_01934
C7GQR5	C7GQR5_YEAS2	SUL2 C1Q_02679
C7GJ76	C7GJ76_YEAS2	TFB2 C1Q_00278
C7GIM4	C7GIM4_YEAS2	TMA64 C1Q_00025
C7GUE6	C7GUE6_YEAS2	NUC1 C1Q_04067
C7GL44	C7GL44_YEAS2	NAM7 C1Q_00986
C7GQS2	C7GQS2_YEAS2	ICT1 C1Q_02651
C7GMH6	C7GMH6_YEAS2	BCP1 C1Q_01442
C7GMF9	C7GMF9_YEAS2	ATP17 C1Q_01448
C7GWA9	C7GWA9_YEAS2	C1Q_04798
C7GRG9	C7GRG9_YEAS2	UFD4 C1Q_02955
C7GWL5	C7GWL5_YEAS2	MCM21 C1Q_04894
C7GIN0	C7GIN0_YEAS2	KIN1 C1Q_00020
C7GK00	C7GK00_YEAS2	GAS5 C1Q_00522
C7GW63	C7GW63_YEAS2	TSC13 C1Q_04721
C7GQ45	C7GQ45_YEAS2	UBP3 C1Q_02435
C7GJU4	C7GJU4_YEAS2	C1Q_00482
C7GLE9	C7GLE9_YEAS2	C1Q_01071
C7GIM2	C7GIM2_YEAS2	C1Q_00042
C7GJ41	C7GJ41_YEAS2	TPK3 C1Q_00178
C7GPH0	C7GPH0_YEAS2	PUF3 C1Q_02167
C7GNZ4	C7GNZ4_YEAS2	PDE1 C1Q_02012
C7GXR1	C7GXR1_YEAS2	TOM20 C1Q_05310
C7GN24	C7GN24_YEAS2	ARG82 C1Q_01658
C7GX34	C7GX34_YEAS2	GIR2 C1Q_05079
C7GUZ4	C7GUZ4_YEAS2	C1Q_04272
C7GPD0	C7GPD0_YEAS2	URE2 C1Q_02150
C7GXW2	C7GXW2_YEAS2	CHS7 C1Q_05381
C7GJK5	C7GJK5_YEAS2	RRP42 C1Q_00382
C7GWU1	C7GWU1_YEAS2	IRE1 C1Q_04973
C7GKT4	C7GKT4_YEAS2	ITR1 C1Q_00813
C7GIX8	C7GIX8_YEAS2	PEX13 C1Q_00079
C7GNI8	C7GNI8_YEAS2	C1Q_01864
C7GMB8	C7GMB8_YEAS2	BIR1 C1Q_01423
C7GSI8	C7GSI8_YEAS2	YEN1 C1Q_03354
C7GJ51	C7GJ51_YEAS2	ERI1 C1Q_00288
C7GLI3	C7GLI3_YEAS2	CLB5 C1Q_01106
C7GMY2	C7GMY2_YEAS2	ARO4 C1Q_01615
C7GJA6	C7GJA6_YEAS2	PEP4 C1Q_00211
C7GXG0	C7GXG0_YEAS2	PPR1 C1Q_05217
C7GKK5	C7GKK5_YEAS2	SER33 C1Q_00756
C7GRI5	C7GRI5_YEAS2	PAN3 C1Q_02945
C7GPG8	C7GPG8_YEAS2	SOF1 C1Q_02173
C7GV43	C7GV43_YEAS2	COS12 C1Q_04327
C7GMF5	C7GMF5_YEAS2	ARO10 C1Q_01443
C7GKQ4	C7GKQ4_YEAS2	MRPL28 C1Q_00805
C7GUA8	C7GUA8_YEAS2	TMA10 C1Q_04026
C7GJW5	C7GJW5_YEAS2	HRD1 C1Q_00466
C7GVU5	C7GVU5_YEAS2	SEC72 C1Q_04583
C7GQG3	C7GQG3_YEAS2	C1Q_02569
C7GX15	C7GX15_YEAS2	CUP5 C1Q_05069
C7GQE9	C7GQE9_YEAS2	SEC7 C1Q_02550
C7GP76	C7GP76_YEAS2	SGE1 C1Q_02068
C7GXE6	C7GXE6_YEAS2	SOM1 C1Q_05213
C7GMC6	C7GMC6_YEAS2	BNA2 C1Q_01384
C7GX66	C7GX66_YEAS2	ITC1 C1Q_05109
C7GXM0	C7GXM0_YEAS2	C1Q_05247
C7GS08	C7GS08_YEAS2	MNN11 C1Q_03158
C7GJL0	C7GJL0_YEAS2	PHO2 C1Q_00348
C7GWI0	C7GWI0_YEAS2	MRM1 C1Q_04818
B5VEL2	B5VEL2_YEAS6	AWRI1631_23390
B5VLA8	B5VLA8_YEAS6	AWRI1631_101330
B5VNP4	B5VNP4_YEAS6	AWRI1631_123830
B5VLJ8	B5VLJ8_YEAS6	AWRI1631_102360
B5VSS1	B5VSS1_YEAS6	AWRI1631_160090
B5VR31	B5VR31_YEAS6	AWRI1631_143100
E9P8N1	E9P8N1_YEASX	EST2
B5VSN2	B5VSN2_YEAS6	AWRI1631_155040
B5VG86	B5VG86_YEAS6	AWRI1631_44150
B5VTI2	B5VTI2_YEAS6	AWRI1631_162910
B5VN11	B5VN11_YEAS6	AWRI1631_121230
B5VJ63	B5VJ63_YEAS6	AWRI1631_73420
B5VG91	B5VG91_YEAS6	AWRI1631_44220
B5VNS7	B5VNS7_YEAS6	AWRI1631_124170
B5VQ45	B5VQ45_YEAS6	AWRI1631_134160
B5VLX1	B5VLX1_YEAS6	AWRI1631_110330
B5VRT9	B5VRT9_YEAS6	AWRI1631_151990
B5VSY2	B5VSY2_YEAS6	AWRI1631_160720
B5VG32	B5VG32_YEAS6	AWRI1631_43550
B5VMH7	B5VMH7_YEAS6	AWRI1631_112510
K4HWT6	K4HWT6_YEASX	RNQ1
A0A1S5VB53	A0A1S5VB53_YEASX	EGT2
D6C7H0	D6C7H0_YEASX	cox2
B5VHD0	B5VHD0_YEAS6	AWRI1631_50650
B5VSE2	B5VSE2_YEAS6	AWRI1631_154100
B5VIF1	B5VIF1_YEAS6	AWRI1631_70730
H9BH63	H9BH63_YEASX	SUP35
B5VP21	B5VP21_YEAS6	COQ5 AWRI1631_130250
B5VSC5	B5VSC5_YEAS6	AWRI1631_153930
B5VP08	B5VP08_YEAS6	AWRI1631_130120
B5VJM2	B5VJM2_YEAS6	AWRI1631_75030
B5VFW8	B5VFW8_YEAS6	AWRI1631_42910
B5VLQ5	B5VLQ5_YEAS6	AWRI1631_102930
B5VQE6	B5VQE6_YEAS6	AWRI1631_140630
B5VN47	B5VN47_YEAS6	AWRI1631_121600
E9P8F2	E9P8F2_YEASX	YDR539W FDC1
B5VSY9	B5VSY9_YEAS6	AWRI1631_160810
B5VMD3	B5VMD3_YEAS6	AWRI1631_112050
B5VFF4	B5VFF4_YEAS6	AWRI1631_41220
B5VSH9	B5VSH9_YEAS6	AWRI1631_154490
B5VGT5	B5VGT5_YEAS6	AWRI1631_46220
B5VTU9	B5VTU9_YEAS6	AWRI1631_164120
E9P9C4	E9P9C4_YEASX	
B5VGX6	B5VGX6_YEAS6	AWRI1631_46630
B5VFJ4	B5VFJ4_YEAS6	AWRI1631_41650
B5VSC9	B5VSC9_YEAS6	AWRI1631_153970
B5VKX0	B5VKX0_YEAS6	AWRI1631_91840
B5VR46	B5VR46_YEAS6	AWRI1631_143270
B5VFI3	B5VFI3_YEAS6	AWRI1631_41550
K4HY47	K4HY47_YEASX	RNQ1
E9P9E8	E9P9E8_YEASX	act1
E9PA17	E9PA17_YEASX	
B5VKH2	B5VKH2_YEAS6	AWRI1631_90310
B5VSH2	B5VSH2_YEAS6	AWRI1631_154400
E9P9G0	E9P9G0_YEASX	
B5VEW4	B5VEW4_YEAS6	AWRI1631_30750
B5VEB4	B5VEB4_YEAS6	AWRI1631_22410
B5VSV7	B5VSV7_YEAS6	AWRI1631_160470
A0A1L4AA50	A0A1L4AA50_YEASX	PDR10
B5VIB7	B5VIB7_YEAS6	AWRI1631_70390
B5VS09	B5VS09_YEAS6	AWRI1631_152740
B5VNM8	B5VNM8_YEAS6	AWRI1631_123650
B5VMM0	B5VMM0_YEAS6	AWRI1631_112970
B5VPM4	B5VPM4_YEAS6	AWRI1631_132390
B5VR08	B5VR08_YEAS6	AWRI1631_142870
B5VQV3	B5VQV3_YEAS6	AWRI1631_142290
B5VKP3	B5VKP3_YEAS6	AWRI1631_91050
B5VM48	B5VM48_YEAS6	AWRI1631_111120
B5VJA9	B5VJA9_YEAS6	AWRI1631_73880
B5VRP3	B5VRP3_YEAS6	AWRI1631_151510
B5VJJ8	B5VJJ8_YEAS6	AWRI1631_74790
E9P977	E9P977_YEASX	TOB55
H9NB95	H9NB95_YEASX	RPN2
B5VTG0	B5VTG0_YEAS6	AWRI1631_162700
B5VRQ0	B5VRQ0_YEAS6	AWRI1631_151580
B5VQV1	B5VQV1_YEAS6	AWRI1631_142270
B5VEB6	B5VEB6_YEAS6	AWRI1631_22430
J3SMA1	J3SMA1_YEASX	EXO5 YBR163W
B5VM44	B5VM44_YEAS6	AWRI1631_111080
B5VJN9	B5VJN9_YEAS6	AWRI1631_80080
B5VT17	B5VT17_YEAS6	AWRI1631_161140
B5VQI3	B5VQI3_YEAS6	AWRI1631_141030
A0A224AA58	A0A224AA58_YEASX	GLG1
B5VRD7	B5VRD7_YEAS6	AWRI1631_150390
E9PAA8	E9PAA8_YEASX	L1317 (internal to L1313)
B5VS49	B5VS49_YEAS6	AWRI1631_153170
B5VFV5	B5VFV5_YEAS6	AWRI1631_42780
J7FHZ3	J7FHZ3_YEASX	URN1 YPR152C
A0A0K1TNF8	A0A0K1TNF8_YEASX	TIM9
E9P9Y2	E9P9Y2_YEASX	ILV5G
B5VF45	B5VF45_YEAS6	AWRI1631_40110
B5VI78	B5VI78_YEAS6	AWRI1631_61190
B5VEV7	B5VEV7_YEAS6	AWRI1631_30680
A0A0H3WKN0	A0A0H3WKN0_YEASX	atp6
B5VTU4	B5VTU4_YEAS6	AWRI1631_164080
B5VN17	B5VN17_YEAS6	AWRI1631_121290
B5VT37	B5VT37_YEAS6	AWRI1631_161360
B5VM13	B5VM13_YEAS6	AWRI1631_110770
E9P9Y8	E9P9Y8_YEASX	M2-1
B5VJU0	B5VJU0_YEAS6	AWRI1631_80610
B5VRW5	B5VRW5_YEAS6	AWRI1631_152280
B5VH64	B5VH64_YEAS6	AWRI1631_47570
B5VIY1	B5VIY1_YEAS6	AWRI1631_72580
B5VQM1	B5VQM1_YEAS6	AWRI1631_141430
B5VEC1	B5VEC1_YEAS6	AWRI1631_22480
B5VJ09	B5VJ09_YEAS6	AWRI1631_72860
E9P9E5	E9P9E5_YEASX	FLON10
S5RW00	S5RW00_YEASX	RPB2
B5VN57	B5VN57_YEAS6	AWRI1631_121700
B5VHW1	B5VHW1_YEAS6	AWRI1631_52540
B5VST9	B5VST9_YEAS6	AWRI1631_160290
B5VHV8	B5VHV8_YEAS6	AWRI1631_52510
B5VFB9	B5VFB9_YEAS6	AWRI1631_40880
B5VLW1	B5VLW1_YEAS6	AWRI1631_110230
K4HXZ4	K4HXZ4_YEASX	RNQ1
B5VJX2	B5VJX2_YEAS6	AWRI1631_80930
E9P9F9	E9P9F9_YEASX	
B5VKY9	B5VKY9_YEAS6	AWRI1631_100130
B5VRF4	B5VRF4_YEAS6	AWRI1631_150560
B5VPI8	B5VPI8_YEAS6	AWRI1631_132010
B5VSG3	B5VSG3_YEAS6	AWRI1631_154310
B5VDI5	B5VDI5_YEAS6	AWRI1631_10270
B5VLC1	B5VLC1_YEAS6	AWRI1631_101470
B5VDM4	B5VDM4_YEAS6	AWRI1631_10650
B5VL78	B5VL78_YEAS6	AWRI1631_101030
B5VI96	B5VI96_YEAS6	AWRI1631_70150
B5VHA3	B5VHA3_YEAS6	AWRI1631_50380
B5VIT7	B5VIT7_YEAS6	AWRI1631_72140
B5VRW7	B5VRW7_YEAS6	AWRI1631_152310
B5VL34	B5VL34_YEAS6	AWRI1631_100570
B5VMK8	B5VMK8_YEAS6	AWRI1631_112830
B5VT74	B5VT74_YEAS6	AWRI1631_161720
B5VLF7	B5VLF7_YEAS6	AWRI1631_101920
B5VT52	B5VT52_YEAS6	AWRI1631_161510
B5VND8	B5VND8_YEAS6	AWRI1631_122590
B5VQR2	B5VQR2_YEAS6	AWRI1631_141860
B5VLJ0	B5VLJ0_YEAS6	AWRI1631_102260
B5VHM6	B5VHM6_YEAS6	AWRI1631_51650
B5VQV8	B5VQV8_YEAS6	AWRI1631_142360
B5VJ41	B5VJ41_YEAS6	AWRI1631_73190
B5VP75	B5VP75_YEAS6	AWRI1631_130810
B5VPA7	B5VPA7_YEAS6	AWRI1631_131180
B5VRD1	B5VRD1_YEAS6	AWRI1631_150330
B5VJT0	B5VJT0_YEAS6	AWRI1631_80490
B5VMY7	B5VMY7_YEAS6	AWRI1631_120990
B5VED6	B5VED6_YEAS6	AWRI1631_22630
H9NBN3	H9NBN3_YEASX	ACT1
H9BH35	H9BH35_YEASX	SUP35
B5VE53	B5VE53_YEAS6	AWRI1631_21760
B5VTY8	B5VTY8_YEAS6	AWRI1631_10980020
B5VE24	B5VE24_YEAS6	AWRI1631_21470
B5VFB4	B5VFB4_YEAS6	AWRI1631_40830
B5VKZ1	B5VKZ1_YEAS6	AWRI1631_100150
E9P8L0	E9P8L0_YEASX	YAR029w
J3UBK7	J3UBK7_YEASX	IRC8 YJL051W
B5VNS2	B5VNS2_YEAS6	AWRI1631_124100
B5VMK7	B5VMK7_YEAS6	AWRI1631_112820
B5VE09	B5VE09_YEAS6	AWRI1631_21320
B5VSA9	B5VSA9_YEAS6	AWRI1631_153770
B5VJV1	B5VJV1_YEAS6	AWRI1631_80720
B5VTF7	B5VTF7_YEAS6	AWRI1631_162670
B5VMJ6	B5VMJ6_YEAS6	AWRI1631_112710
B5VH85	B5VH85_YEAS6	AWRI1631_50200
B5VED2	B5VED2_YEAS6	AWRI1631_22590
B5VLR6	B5VLR6_YEAS6	AWRI1631_103040
B5VIS4	B5VIS4_YEAS6	AWRI1631_72010
B5VGZ2	B5VGZ2_YEAS6	AWRI1631_46790
B5VE68	B5VE68_YEAS6	AWRI1631_21910
E9P8F9	E9P8F9_YEASX	MAL13
B5VN43	B5VN43_YEAS6	AWRI1631_121520
B5VU10	B5VU10_YEAS6	AWRI1631_11260010
B5VEA1	B5VEA1_YEAS6	AWRI1631_22260
B5VGU7	B5VGU7_YEAS6	AWRI1631_46340
B5VF94	B5VF94_YEAS6	AWRI1631_40630
B5VRQ5	B5VRQ5_YEAS6	AWRI1631_151630
E9PA39	E9PA39_YEASX	
B5VME2	B5VME2_YEAS6	AWRI1631_112130
B5VEH3	B5VEH3_YEAS6	AWRI1631_23000
B5VJ93	B5VJ93_YEAS6	AWRI1631_73730
A2N617	A2N617_YEASX	COX4
B5VDQ6	B5VDQ6_YEAS6	AWRI1631_20210
B5VSY1	B5VSY1_YEAS6	AWRI1631_160710
B5VSQ1	B5VSQ1_YEAS6	AWRI1631_155250
B5VMK5	B5VMK5_YEAS6	AWRI1631_112800
B5VJC0	B5VJC0_YEAS6	AWRI1631_73990
B5VNL0	B5VNL0_YEAS6	AWRI1631_123420
H9NBM3	H9NBM3_YEASX	ACT1
B5VLB9	B5VLB9_YEAS6	AWRI1631_101450
B5VLK4	B5VLK4_YEAS6	AWRI1631_102420
B5VKD3	B5VKD3_YEAS6	AWRI1631_82570
E9P8P4	E9P8P4_YEASX	SUP35
B5VNW4	B5VNW4_YEAS6	AWRI1631_124550
B5VRX8	B5VRX8_YEAS6	AWRI1631_152440
B5VFV1	B5VFV1_YEAS6	AWRI1631_42740
B5VQR3	B5VQR3_YEAS6	AWRI1631_141870
B5VSX0	B5VSX0_YEAS6	AWRI1631_160600
