geneName,DEG_id,uniprot_id
SLC25A25,DEG20111479,Q6KCM7
SPTAN1,DEG20111480,Q13813
ZER1,DEG20111481,Q7Z7L7
SET,DEG20111482,Q01105
GOLGA2,DEG20111483,Q08379
NUP188,DEG20111484,Q5SRE5
PPP2R4,DEG20111485,Q15257
LRRC8A,DEG20111486,Q8IWT6
NCS1,DEG20111487,P62166
ABL1,DEG20111488,P00519
PRRC2B,DEG20111489,Q5JSZ5
RAPGEF1,DEG20111490,Q13905
NUP214,DEG20111491,P35658
TSC1,DEG20111492,Q92574
RPL7A,DEG20111493,P62424
COL5A1,DEG20111494,P20908
WDR5,DEG20111495,P61964
RXRA,DEG20111496,P19793
PPP1R26,DEG20111497,Q5T8A7
OLFM1,DEG20111498,Q99784
NOTCH1,DEG20111499,P46531
RABL6,DEG20111500,Q3YEC7
ABCA2,DEG20111501,Q9BZC7
TRAF2,DEG20111502,Q12933
FUT7,DEG20111503,Q11130
EDF1,DEG20111504,O60869
GRIN1,DEG20111505,Q05586
ANAPC2,DEG20111506,Q9UJX6
TUBB4B,DEG20111507,P68371
CACNA1B,DEG20111508,Q00975
EHMT1,DEG20111509,Q9H9B1
WDR37,DEG20111510,Q9Y2I8
GTPBP4,DEG20111511,Q9BZE4
DIP2C,DEG20111512,Q9Y2E4
LARP4B,DEG20111513,Q92615
ZMYND11,DEG20111514,Q15326
KLF6,DEG20111515,Q99612
FAM208B,DEG20111516,Q5VWN6
RBM17,DEG20111517,Q96I25
TAF3,DEG20111518,Q5VWG9
PRKCQ,DEG20111519,Q04759
SFMBT2,DEG20111520,Q5VUG0
GDI2,DEG20111521,P50395
SEPHS1,DEG20111522,P49903
CAMK1D,DEG20111523,Q8IU85
UPF2,DEG20111524,Q9HAU5
CELF2,DEG20111525,O95319
SEC61A2,DEG20111526,Q9H9S3
HSPA14,DEG20111527,Q0VDF9
FAM171A1,DEG20111528,Q5VUB5
SUV39H2,DEG20111529,Q9H5I1
FRMD4A,DEG20111530,Q9P2Q2
VIM,DEG20111531,P08670
MLLT10,DEG20111532,P55197
STAM,DEG20111533,Q92783
MRC1,DEG20111534,P22897
ARHGAP21,DEG20111535,Q5T5U3
SVIL,DEG20111536,O95425
MTPAP,DEG20111537,Q9NVV4
WAC,DEG20111538,Q9BTA9
RAB18,DEG20111539,Q9NP72
YME1L1,DEG20111540,Q96TA2
PARD3,DEG20111541,Q8TEW0
ZEB1,DEG20111542,P37275
EPC1,DEG20111543,Q9H2F5
CUL2,DEG20111544,Q13617
ITGB1,DEG20111545,P05556
NRP1,DEG20111546,O14786
RET,DEG20111547,P07949
RASGEF1A,DEG20111548,Q8N9B8
BMS1,DEG20111549,Q14692
MAPK8,DEG20111550,P45983
PRKG1,DEG20111551,Q13976
CDK1,DEG20111552,P06493
ANK3,DEG20111553,Q12955
UBE2D1,DEG20111554,P51668
CCDC6,DEG20111555,Q16204
HERC4,DEG20111556,Q5GLZ8
JMJD1C,DEG20111557,Q15652
SIRT1,DEG20111558,Q96EB6
ARID5B,DEG20111559,Q14865
HNRNPH3,DEG20111560,P31942
DDX21,DEG20111561,Q9NR30
TET1,DEG20111562,Q8NFU7
H2AFY2,DEG20111563,Q9P0M6
CCAR1,DEG20111564,Q8IX12
PSAP,DEG20111565,P07602
NODAL,DEG20111566,Q96S42
PPP3CB,DEG20111567,P16298
MCU,DEG20111568,Q8NE86
KAT6B,DEG20111569,Q8WYB5
VCL,DEG20111570,P18206
SEC24C,DEG20111571,P53992
ZSWIM8,DEG20111572,A7E2V4
CAMK2G,DEG20111573,Q13555
ZMIZ1,DEG20111574,Q9ULJ6
DLG5,DEG20111575,Q8TDM6
KCNMA1,DEG20111576,Q12791
GRID1,DEG20111577,Q9ULK0
WAPL,DEG20111578,Q7Z5K2
PTEN,DEG20111579,P60484
HECTD2,DEG20111580,Q5U5R9
PCGF5,DEG20111581,Q86SE9
SLC35G1,DEG20111582,Q2M3R5
CPEB3,DEG20111583,Q8NE35
BTAF1,DEG20111584,O14981
LGI1,DEG20111585,O95970
KIF11,DEG20111586,P52732
CCNJ,DEG20111587,Q5T5M9
BLNK,DEG20111588,Q8WV28
HELLS,DEG20111589,Q9NRZ9
LCOR,DEG20111590,Q96JN0
C10orf12,DEG20111591,Q8N655
PI4K2A,DEG20111592,Q9BTU6
PIK3AP1,DEG20111593,Q6ZUJ8
TM9SF3,DEG20111594,Q9HD45
SLIT1,DEG20111595,O75093
CNNM1,DEG20111596,Q9NRU3
C10orf2,DEG20111597,Q96RR1
CHUK,DEG20111598,O15111
ERLIN1,DEG20111599,O75477
PPRC1,DEG20111600,Q5VV67
FGF8,DEG20111601,P55075
TRIM8,DEG20111602,Q9BZR9
SUFU,DEG20111603,Q9UMX1
ACTR1A,DEG20111604,P61163
NFKB2,DEG20111605,Q00653
CNNM2,DEG20111606,Q9H8M5
PSD,DEG20111607,A5PKW4
WBP1L,DEG20111608,Q9NX94
XPNPEP1,DEG20111609,Q9NQW7
TAF5,DEG20111610,Q15542
SORCS1,DEG20111611,Q8WY21
TCF7L2,DEG20111612,Q9NQB0
ADD3,DEG20111613,Q9UEY8
SMC3,DEG20111614,Q9UQE7
SHOC2,DEG20111615,Q9UQ13
TDRD1,DEG20111616,Q9BXT4
FAM160B1,DEG20111617,Q5W0V3
ABLIM1,DEG20111618,O14639
ATRNL1,DEG20111619,Q5VV63
EMX2,DEG20111620,Q04743
RAB11FIP2,DEG20111621,Q7L804
TIAL1,DEG20111622,Q01085
EIF3A,DEG20111623,Q14152
PDZD8,DEG20111624,Q8NEN9
SLC18A2,DEG20111625,Q05940
GRK5,DEG20111626,P34947
HSPA12A,DEG20111627,O43301
MCMBP,DEG20111628,Q9BTE3
FGFR2,DEG20111629,P21802
ZRANB1,DEG20111630,Q9UGI0
EBF3,DEG20111631,Q9H4W6
INPP5A,DEG20111632,Q14642
PSMD13,DEG20111633,Q9UNM6
PHRF1,DEG20111634,Q9P1Y6
MUC5B,DEG20111635,Q9HC84
AP2A2,DEG20111636,O94973
CD81,DEG20111637,P60033
NUP98,DEG20111638,P52948
STIM1,DEG20111639,Q13586
NAP1L4,DEG20111640,Q99733
RRM1,DEG20111641,P23921
ARFIP2,DEG20111642,P53365
TRIM3,DEG20111643,O75382
FAM160A2,DEG20111644,Q8N612
APBB1,DEG20111645,O00213
DCHS1,DEG20111646,Q96JQ0
ST5,DEG20111647,P78524
TMEM9B,DEG20111648,Q9NQ34
DENND5A,DEG20111649,Q6IQ26
USP47,DEG20111650,Q96K76
CTR9,DEG20111651,Q6PD62
IPO7,DEG20111652,O95373
WEE1,DEG20111653,P30291
PSMA1,DEG20111654,P25786
COPB1,DEG20111655,P53618
ARNTL,DEG20111656,O00327
SOX6,DEG20111657,P35712
RPS13,DEG20111658,P62277
GTF2H1,DEG20111659,P32780
E2F8,DEG20111660,A0AVK6
TSG101,DEG20111661,Q99816
SPTY2D1,DEG20111662,Q68D10
NAV2,DEG20111663,Q8IVL1
KCNA4,DEG20111664,P22459
LGR4,DEG20111665,Q9BXB1
BDNF,DEG20111666,P23560
PAX6,DEG20111667,P26367
QSER1,DEG20111668,Q2KHR3
CSTF3,DEG20111669,Q12996
FBXO3,DEG20111670,Q9UK99
MPPED2,DEG20111671,Q15777
EIF3M,DEG20111672,Q7L2H7
CAPRIN1,DEG20111673,Q14444
TRAF6,DEG20111674,Q9Y4K3
SLC1A2,DEG20111675,P43004
EHF,DEG20111676,Q9NZC4
LRRC4C,DEG20111677,Q9HCJ2
PRDM11,DEG20111678,Q9NQV5
API5,DEG20111679,Q9BZZ5
TTC17,DEG20111680,Q96AE7
MAPK8IP1,DEG20111681,Q9UQF2
DGKZ,DEG20111682,Q13574
CHRM4,DEG20111683,P08173
CRY2,DEG20111684,Q49AN0
PHF21A,DEG20111685,Q96BD5
F2,DEG20111686,P00734
AMBRA1,DEG20111687,Q9C0C7
CKAP5,DEG20111688,Q14008
ATG13,DEG20111689,O75143
CELF1,DEG20111690,Q92879
PSMC3,DEG20111691,P17980
FNBP4,DEG20111692,Q8N3X1
CLP1,DEG20111693,Q92989
SSRP1,DEG20111694,Q08945
SERPING1,DEG20111695,P05155
ZDHHC5,DEG20111696,Q9C0B5
RTN4RL2,DEG20111697,Q86UN3
ZFP91,DEG20111698,Q96JP5
CTNND1,DEG20111699,O60716
OSBP,DEG20111700,P22059
PATL1,DEG20111701,Q86TB9
DDB1,DEG20111702,Q16531
PRPF19,DEG20111703,Q9UMS4
CPSF7,DEG20111704,Q8N684
MYRF,DEG20111705,Q9Y2G1
SYT7,DEG20111706,O43581
FADS2,DEG20111707,O95864
DAGLA,DEG20111708,Q9Y4D2
FTH1,DEG20111709,P02794
INCENP,DEG20111710,Q9NQS7
HNRNPUL2,DEG20111711,Q1KMD3
GANAB,DEG20111712,Q14697
MTA2,DEG20111713,O94776
EEF1G,DEG20111714,P26641
INTS5,DEG20111715,Q6P9B9
SLC3A2,DEG20111716,P08195
NXF1,DEG20111717,Q9UBU9
CHRM1,DEG20111718,P11229
STIP1,DEG20111719,P31948
OTUB1,DEG20111720,Q96FW1
MARK2,DEG20111721,Q7KZI7
NRXN2,DEG20111722,P58401
PLCB3,DEG20111723,Q01970
RASGRP2,DEG20111724,Q7LDG7
RPS6KA4,DEG20111725,O75676
MEN1,DEG20111726,O00255
SF1,DEG20111727,Q15637
PPP2R5B,DEG20111728,Q15173
ATG2A,DEG20111729,Q2TAZ0
SYVN1,DEG20111730,Q86TM6
DPF2,DEG20111731,Q92785
LTBP3,DEG20111732,Q9NS15
RELA,DEG20111733,Q04206
SF3B2,DEG20111734,Q13435
SART1,DEG20111735,O43290
PACS1,DEG20111736,Q6VY07
KLC2,DEG20111737,Q9H0B6
LRFN4,DEG20111738,Q6PJG9
ANKRD13D,DEG20111739,Q6ZTN6
RBM4,DEG20111740,Q9BWF3
RBM14,DEG20111741,Q96PK6
KDM2A,DEG20111742,Q9Y2K7
RBM14-RBM4,DEG20111743,-
SPTBN2,DEG20111744,O15020
ADRBK1,DEG20111745,P25098
PPP1CA,DEG20111746,P62136
LRP5,DEG20111747,O75197
KMT5B,DEG20111748,Q4FZB7
CPT1A,DEG20111749,P50416
PPP6R3,DEG20111750,Q5H9R7
SHANK2,DEG20111751,Q9UPX8
ANO1,DEG20111752,Q5XXA6
PPFIA1,DEG20111753,Q13136
PDE2A,DEG20111754,O00408
RNF121,DEG20111755,Q9H920
NUMA1,DEG20111756,Q14980
FCHSD2,DEG20111757,O94868
ARHGEF17,DEG20111758,Q96PE2
FAM168A,DEG20111759,Q92567
PPME1,DEG20111760,Q9Y570
POLD3,DEG20111761,Q15054
EMSY,DEG20111762,Q7Z589
PRKRIR,DEG20111763,O43422
RPS3,DEG20111764,P23396
ARRB1,DEG20111765,P49407
RSF1,DEG20111766,Q96T23
EED,DEG20111767,O75530
PCF11,DEG20111768,O94913
RAB30,DEG20111769,Q15771
PICALM,DEG20111770,Q13492
GAB2,DEG20111771,Q9UQC2
TENM4,DEG20111772,Q6N022
FZD4,DEG20111773,Q9ULV1
GRM5,DEG20111774,P41594
FAT3,DEG20111775,Q8TDW7
CWC15,DEG20111776,Q9P013
MAML2,DEG20111777,Q8IZL2
YAP1,DEG20111778,P46937
SESN3,DEG20111779,P58005
DCUN1D5,DEG20111780,Q9BTE7
CUL5,DEG20111781,Q93034
GRIA4,DEG20111782,P48058
SIK2,DEG20111783,Q9H0K1
ZC3H12C,DEG20111784,Q9C0D7
RDX,DEG20111785,P35241
C11orf57,DEG20111786,Q6ZUT1
ZBTB16,DEG20111787,Q05516
CADM1,DEG20111788,Q9BY67
PAFAH1B2,DEG20111789,P68402
SIK3,DEG20111790,Q9Y2K2
BACE1,DEG20111791,P56817
DSCAML1,DEG20111792,Q8TD84
IL10RA,DEG20111793,Q13651
ARCN1,DEG20111794,P48444
DDX6,DEG20111795,P26196
KMT2A,DEG20111796,Q03164
BCL9L,DEG20111797,Q86UU0
IFT46,DEG20111798,Q9NQC8
UBE4A,DEG20111799,Q14139
HYOU1,DEG20111800,Q9Y4L1
HMBS,DEG20111801,P08397
HINFP,DEG20111802,Q9BQA5
C2CD2L,DEG20111803,O14523
GRAMD1B,DEG20111804,Q3KR37
HSPA8,DEG20111805,P11142
ARHGEF12,DEG20111806,Q9NZN5
UBASH3B,DEG20111807,Q8TF42
TBCEL,DEG20111808,Q5QJ74
SRPRA,DEG20111809,P08240
PKNOX2,DEG20111810,Q96KN3
STT3A,DEG20111811,P46977
EI24,DEG20111812,O14681
PRDM10,DEG20111813,Q9NQV6
ARHGAP32,DEG20111814,A7KAX9
KIRREL3,DEG20111815,Q8IZU9
ZBTB44,DEG20111816,Q8NCP5
VPS26B,DEG20111817,Q4G0F5
IGSF9B,DEG20111818,Q9UPX0
IQSEC3,DEG20111819,Q9UPP2
WNK1,DEG20111820,Q9H4A3
CACNA1C,DEG20111821,Q13936
FKBP4,DEG20111822,Q02790
KDM5A,DEG20111823,P29375
CCND2,DEG20111824,P30279
KCNA6,DEG20111825,P17658
PRMT8,DEG20111826,Q9NR22
TNFRSF1A,DEG20111827,P19438
CHD4,DEG20111828,Q14839
USP5,DEG20111829,P45974
ZNF384,DEG20111830,Q8TF68
MLF2,DEG20111831,Q15773
ATN1,DEG20111832,P54259
PTPN6,DEG20111833,P29350
COPS7A,DEG20111834,Q9UBW8
CDCA3,DEG20111835,Q99618
SLC2A14,DEG20111836,Q8TDB8
CLSTN3,DEG20111837,Q9BQT9
LPCAT3,DEG20111838,Q6P1A2
FOXJ2,DEG20111839,Q9P0K8
NANOG,DEG20111840,Q9H9S0
PHC1,DEG20111841,P78364
RIMKLB,DEG20111842,Q9ULI2
LRP6,DEG20111843,O75581
ETV6,DEG20111844,P41212
ATF7IP,DEG20111845,Q6VMQ6
GRIN2B,DEG20111846,Q13224
WBP11,DEG20111847,Q9Y2W2
PLEKHA5,DEG20111848,Q9HAU0
EPS8,DEG20111849,Q12929
AEBP2,DEG20111850,Q6ZN18
SOX5,DEG20111851,P35711
STK38L,DEG20111852,Q9Y2H1
ASUN,DEG20111853,Q9NVM9
PTHLH,DEG20111854,P12272
FAM60A,DEG20111855,Q9NP50
DENND5B,DEG20111856,Q6ZUT9
FAR2,DEG20111857,Q96K12
IPO8,DEG20111858,O15397
SLC2A13,DEG20111859,Q96QE2
CNTN1,DEG20111860,Q12860
GXYLT1,DEG20111861,Q4G148
PRICKLE1,DEG20111862,Q96MT3
SLC38A2,DEG20111863,Q96QD8
SLC38A1,DEG20111864,Q9H2H9
ARID2,DEG20111865,Q68CP9
SCAF11,DEG20111866,Q99590
NELL2,DEG20111867,Q99435
HDAC7,DEG20111868,Q8WUI4
SLC38A4,DEG20111869,Q969I6
CCNT1,DEG20111870,O60563
SENP1,DEG20111871,Q9P0U3
COL2A1,DEG20111872,P02458
DDN,DEG20111873,O94850
DDX23,DEG20111874,Q9BUQ8
RND1,DEG20111875,Q92730
KMT2D,DEG20111876,O14686
PRPF40B,DEG20111877,Q6NWY9
SPATS2,DEG20111878,Q86XZ4
SMARCD1,DEG20111879,Q96GM5
ASIC1,DEG20111880,P78348
KCNH3,DEG20111881,Q9ULD8
POU6F1,DEG20111882,Q14863
LARP4,DEG20111883,Q71RC2
CSRNP2,DEG20111884,Q9H175
DIP2B,DEG20111885,Q9P265
SLC4A8,DEG20111886,Q2Y0W8
ACVR1B,DEG20111887,P36896
KRT6A,DEG20111888,P02538
NR4A1,DEG20111889,P22736
SCN8A,DEG20111890,Q9UQD0
GRASP,DEG20111891,Q7Z6J2
KRT1,DEG20111892,P04264
EIF4B,DEG20111893,P23588
SPRYD3,DEG20111894,Q8NCJ5
RARG,DEG20111895,P13631
ATF7,DEG20111896,P17544
MAP3K12,DEG20111897,Q12852
SP1,DEG20111898,P08047
ESPL1,DEG20111899,Q14674
PCBP2,DEG20111900,Q15366
ITGA5,DEG20111901,P08648
NCKAP1L,DEG20111902,P55160
HNRNPA1,DEG20111903,P09651
HOXC6,DEG20111904,P09630
PDE1B,DEG20111905,Q01064
SARNP,DEG20111906,P82979
DGKA,DEG20111907,P23743
CDK2,DEG20111908,P24941
IKZF4,DEG20111909,Q9H2S9
DNAJC14,DEG20111910,Q6Y2X3
GDF11,DEG20111911,O95390
NABP2,DEG20111912,Q9BQ15
PA2G4,DEG20111913,Q9UQ80
SMARCC2,DEG20111914,Q8TAQ2
CS,DEG20111915,O75390
PAN2,DEG20111916,Q504Q3
ANKRD52,DEG20111917,Q8NB46
ATP5B,DEG20111918,P06576
BAZ2A,DEG20111919,Q9UIF9
NAB2,DEG20111920,Q15742
KIF5A,DEG20111921,Q12840
DCTN2,DEG20111922,Q13561
LRP1,DEG20111923,Q07954
DTX3,DEG20111924,Q8N9I9
MBD6,DEG20111925,Q96DN6
R3HDM2,DEG20111926,Q9Y2K5
CDK4,DEG20111927,P11802
AGAP2,DEG20111928,Q99490
LEMD3,DEG20111929,Q9Y2U8
XPOT,DEG20111930,O43592
MON2,DEG20111931,Q7Z3U7
USP15,DEG20111932,Q9Y4E8
TBK1,DEG20111933,Q9UHD2
SRGAP1,DEG20111934,Q7Z6B7
DYRK2,DEG20111935,Q92630
GRIP1,DEG20111936,Q9Y3R0
RAP1B,DEG20111937,P61224
MDM2,DEG20111938,Q00987
CPSF6,DEG20111939,Q16630
CAND1,DEG20111940,Q86VP6
CCT2,DEG20111941,P78371
FRS2,DEG20111942,Q8WU20
PTPRB,DEG20111943,P23467
ZFC3H1,DEG20111944,O60293
CNOT2,DEG20111945,Q9NZN8
ZDHHC17,DEG20111946,Q8IUH5
PPP1R12A,DEG20111947,O14974
NAP1L1,DEG20111948,P55209
OSBPL8,DEG20111949,Q9BZF1
NAV3,DEG20111950,Q8IVL0
PPFIA2,DEG20111951,O75334
DUSP6,DEG20111952,Q16828
ATP2B1,DEG20111953,P20020
PLXNC1,DEG20111954,O60486
NR2C1,DEG20111955,P13056
FGD6,DEG20111956,Q6ZV73
NTN4,DEG20111957,Q9HB63
METAP2,DEG20111958,P50579
UHRF1BP1L,DEG20111959,A0JNW5
ANKS1B,DEG20111960,Q7Z6G8
SCYL2,DEG20111961,Q6P3W7
CDK17,DEG20111962,Q00537
HSP90B1,DEG20111963,P14625
HCFC2,DEG20111964,Q9Y5Z7
RFX4,DEG20111965,Q33E94
SLC41A2,DEG20111966,Q96JW4
CORO1C,DEG20111967,Q9ULV4
SART3,DEG20111968,Q15020
RIC8B,DEG20111969,Q9NVN3
BTBD11,DEG20111970,A6QL63
SSH1,DEG20111971,Q8WYL5
ATP2A2,DEG20111972,P16615
ANAPC7,DEG20111973,Q9UJX3
ARPC3,DEG20111974,O15145
GIT2,DEG20111975,Q14161
CUX2,DEG20111976,O14529
ATXN2,DEG20111977,Q99700
VPS29,DEG20111978,Q9UBQ0
PPP1CC,DEG20111979,P36873
NAA25,DEG20111980,Q14CX7
HECTD4,DEG20111981,Q9Y4D8
RPL6,DEG20111982,Q02878
PTPN11,DEG20111983,Q06124
MED13L,DEG20111984,Q71F56
NOS1,DEG20111985,P29475
FBXO21,DEG20111986,O94952
TAOK3,DEG20111987,Q9H2K8
TBX5,DEG20111988,Q99593
KSR2,DEG20111989,Q6VAB6
TBX3,DEG20111990,O15119
RPLP0,DEG20111991,P05388
RAB35,DEG20111992,Q15286
MSI1,DEG20111993,O43347
CIT,DEG20111994,O14578
GCN1,DEG20111995,Q92616
CABP1,DEG20111996,Q9NZU7
KDM2B,DEG20111997,Q8NHM5
HNF1A,DEG20111998,P20823
SPPL3,DEG20111999,Q8TCT6
CLIP1,DEG20112000,P30622
MLXIP,DEG20112001,Q9HAP2
RSRC2,DEG20112002,Q7L4I2
PITPNM2,DEG20112003,Q9BZ72
SBNO1,DEG20112004,A3KN83
KMT5A,DEG20112005,Q9NQR1
TMEM132D,DEG20112006,Q14C87
NCOR2,DEG20112007,Q9Y618
DHX37,DEG20112008,Q8IY37
RAN,DEG20112009,P62826
ULK1,DEG20112010,O75385
EP400,DEG20112011,Q96L91
SFSWAP,DEG20112012,Q12872
GOLGA3,DEG20112013,Q08378
ZNF605,DEG20112014,Q86T29
PSPC1,DEG20112015,Q8WXF1
XPO4,DEG20112016,Q9C0E2
ZMYM2,DEG20112017,Q9UBW7
MPHOSPH8,DEG20112018,Q99549
RNF17,DEG20112019,Q9BXT8
FGF9,DEG20112020,P31371
PAN3,DEG20112021,Q58A45
WASF3,DEG20112022,Q9UPY6
FLT1,DEG20112023,P17948
CDK8,DEG20112024,P49336
RPL21,DEG20112025,P46778
HSPH1,DEG20112026,Q92598
FRY,DEG20112027,Q5TBA9
N4BP2L1,DEG20112028,Q5TBK1
KATNAL1,DEG20112029,Q9BW62
PDS5B,DEG20112030,Q9NTI5
DCLK1,DEG20112031,O15075
TRPC4,DEG20112032,Q9UBN4
NBEA,DEG20112033,Q8NFP9
FOXO1,DEG20112034,Q12778
KBTBD6,DEG20112035,Q86V97
TPT1,DEG20112036,P13693
COG3,DEG20112037,Q96JB2
TSC22D1,DEG20112038,Q15714
RB1,DEG20112039,P06400
ZC3H13,DEG20112040,Q5T200
FNDC3A,DEG20112041,Q9Y2H6
LCP1,DEG20112042,P13796
LRCH1,DEG20112043,Q9Y2L9
INTS6,DEG20112044,Q9UL03
PCDH17,DEG20112045,O14917
SUGT1,DEG20112046,Q9Y2Z0
PCDH9,DEG20112047,Q9HC56
KLF12,DEG20112048,Q9Y4X4
DACH1,DEG20112049,Q9UI36
RBM26,DEG20112050,Q5T8P6
MYCBP2,DEG20112051,O75592
SLITRK1,DEG20112052,Q96PX8
SLAIN1,DEG20112053,Q8ND83
SPRY2,DEG20112054,O43597
TM9SF2,DEG20112055,Q99805
DNAJC3,DEG20112056,Q13217
IPO5,DEG20112057,O00410
MBNL2,DEG20112058,Q5VZF2
DOCK9,DEG20112059,Q9BZ29
EFNB2,DEG20112060,P52799
TPP2,DEG20112061,P29144
ARGLU1,DEG20112062,Q9NWB6
TUBGCP3,DEG20112063,Q96CW5
ATP11A,DEG20112064,P98196
ARHGEF7,DEG20112065,Q14155
COL4A1,DEG20112066,P02462
TNFSF13B,DEG20112067,Q9Y275
MYO16,DEG20112068,Q9Y6X6
LAMP1,DEG20112069,P11279
TFDP1,DEG20112070,Q14186
CHAMP1,DEG20112071,Q96JM3
CDC16,DEG20112072,Q13042
CUL4A,DEG20112073,Q13619
CHD8,DEG20112074,Q9HCK8
ZNF219,DEG20112075,Q9P2Y4
SUPT16H,DEG20112076,Q9Y5B9
HNRNPC,DEG20112077,P07910
MMP14,DEG20112078,P50281
PRMT5,DEG20112079,O14744
ACIN1,DEG20112080,Q9UKV3
RNF31,DEG20112081,Q96EP0
CPNE6,DEG20112082,O95741
JPH4,DEG20112083,Q96JJ6
NFATC4,DEG20112084,Q14934
SCFD1,DEG20112085,Q8WVM8
HECTD1,DEG20112086,Q9ULT8
NOVA1,DEG20112087,P51513
AKAP6,DEG20112088,Q13023
NPAS3,DEG20112089,Q8IXF0
SRP54,DEG20112090,P61011
ARHGAP5,DEG20112091,Q13017
PSMA6,DEG20112092,P60900
SNX6,DEG20112093,Q9UNH7
BAZ1A,DEG20112094,Q9NRL2
NFKBIA,DEG20112095,P25963
RALGAPA1,DEG20112096,Q6GYQ0
MDGA2,DEG20112097,Q7Z553
FBXO33,DEG20112098,Q7Z6M2
PRPF39,DEG20112099,Q86UA1
MGAT2,DEG20112100,Q10469
SOS2,DEG20112101,Q07890
MAP4K5,DEG20112102,Q9Y4K4
ATL1,DEG20112103,Q8WXF7
NEMF,DEG20112104,O60524
TRIM9,DEG20112105,Q9C026
BMP4,DEG20112106,P12644
DDHD1,DEG20112107,Q8NEL9
STYX,DEG20112108,Q8WUJ0
PSMC6,DEG20112109,P62333
FERMT2,DEG20112110,Q96AC1
SAMD4A,DEG20112111,Q9UPU9
NAA30,DEG20112112,Q147X3
GCH1,DEG20112113,P30793
PELI2,DEG20112114,Q9HAT8
EXOC5,DEG20112115,O00471
ARID4A,DEG20112116,P29374
RTN1,DEG20112117,Q16799
PSMA3,DEG20112118,P25788
DAAM1,DEG20112119,Q9Y4D1
TRMT5,DEG20112120,Q32P41
PRKCH,DEG20112121,P24723
PPP2R5E,DEG20112122,Q16537
SIX1,DEG20112123,Q15475
PPM1A,DEG20112124,P35813
HIF1A,DEG20112125,Q16665
GPHN,DEG20112126,Q9NQX3
MAX,DEG20112127,P61244
EIF2S1,DEG20112128,P05198
FUT8,DEG20112129,Q9BYC5
ZBTB1,DEG20112130,Q9Y2K1
SPTB,DEG20112131,P11277
ACTN1,DEG20112132,P12814
DCAF5,DEG20112133,Q96JK2
RBM25,DEG20112134,P49756
PSEN1,DEG20112135,P49768
SIPA1L1,DEG20112136,O43166
PCNX,DEG20112137,Q96RV3
MAP3K9,DEG20112138,P80192
ZFYVE1,DEG20112139,Q9HBF4
ELMSAN1,DEG20112140,Q6PJG2
FCF1,DEG20112141,Q9Y324
YLPM1,DEG20112142,P49750
DLST,DEG20112143,P36957
TMEM63C,DEG20112144,Q9P1W3
TGFB3,DEG20112145,P10600
IRF2BPL,DEG20112146,Q9H1B7
GTF2A1,DEG20112147,P52655
NRXN3,DEG20112148,Q9HDB5
AHSA1,DEG20112149,O95433
SNW1,DEG20112150,Q13573
RPS6KA5,DEG20112151,O75582
FOXN3,DEG20112152,O00409
TTC7B,DEG20112153,Q86TV6
PSMC1,DEG20112154,P62191
ZC3H14,DEG20112155,Q6PJT7
ITPK1,DEG20112156,Q13572
PPP4R3A,DEG20112157,Q6IN85
FBLN5,DEG20112158,Q9UBX5
UNC79,DEG20112159,Q9P2D8
DICER1,DEG20112160,Q9UPY3
BCL11B,DEG20112161,Q9C0K0
PAPOLA,DEG20112162,P51003
WARS,DEG20112163,P23381
YY1,DEG20112164,P25490
EVL,DEG20112165,Q9UI08
CCNK,DEG20112166,O75909
EML1,DEG20112167,O00423
DYNC1H1,DEG20112168,Q14204
TECPR2,DEG20112169,O15040
WDR20,DEG20112170,Q8TBZ3
TRAF3,DEG20112171,Q13114
CDC42BPB,DEG20112172,Q9Y5S2
RCOR1,DEG20112173,Q9UKL0
PPP2R5C,DEG20112174,Q13362
PPP1R13B,DEG20112175,Q96KQ4
EIF5,DEG20112176,P55010
INF2,DEG20112177,Q27J81
JAG2,DEG20112178,Q9Y219
MTA1,DEG20112179,Q13330
AKT1,DEG20112180,P31749
PACS2,DEG20112181,Q86VP3
MAGEL2,DEG20112182,Q9UJ55
CYFIP1,DEG20112183,Q7L576
GABRA5,DEG20112184,P31644
GABRB3,DEG20112185,P28472
HERC2,DEG20112186,O95714
GABRG3,DEG20112187,Q99928
GOLGA8M,DEG20112188,H3BSY2
UBE3A,DEG20112189,Q05086
TJP1,DEG20112190,Q07157
EMC7,DEG20112191,Q9NPA0
OTUD7A,DEG20112192,Q8TE49
RYR3,DEG20112193,Q15413
ACTC1,DEG20112194,P68032
EMC4,DEG20112195,Q5J8M3
AQR,DEG20112196,O60306
LPCAT4,DEG20112197,Q643R3
MEIS2,DEG20112198,O14770
SLC12A6,DEG20112199,Q9UHW9
THBS1,DEG20112200,P07996
BAHD1,DEG20112201,Q8TBE0
VPS18,DEG20112202,Q9P253
INO80,DEG20112203,Q9ULG1
DLL4,DEG20112204,Q9NR61
RAD51,DEG20112205,Q06609
MAPKBP1,DEG20112206,O60336
MGA,DEG20112207,Q8IWI9
RTF1,DEG20112208,Q92541
TTBK2,DEG20112209,Q6IQ55
MAP1A,DEG20112210,P78559
CDAN1,DEG20112211,Q8IWY9
TP53BP1,DEG20112212,Q12888
FRMD5,DEG20112213,Q7Z6J6
PDIA3,DEG20112214,P30101
MFAP1,DEG20112215,P55081
CTDSPL2,DEG20112216,Q05D32
MYEF2,DEG20112217,Q9P2K5
